cp_iso2,period,position,currency,usd_mn
AW,2026-Q1,claims,TO1,422.753
AZ,2000-Q1,claims,TO1,102.0
AZ,2000-Q2,claims,TO1,116.0
AZ,2000-Q3,claims,TO1,120.0
AZ,2000-Q4,claims,TO1,223.0
AZ,2001-Q1,claims,TO1,238.0
AZ,2001-Q2,claims,TO1,213.0
AZ,2001-Q3,claims,TO1,219.0
AZ,2001-Q4,claims,TO1,205.0
AZ,2002-Q1,claims,TO1,200.0
AZ,2002-Q2,claims,TO1,214.0
AZ,2002-Q3,claims,TO1,213.0
AZ,2002-Q4,claims,TO1,216.0
AZ,2003-Q1,claims,TO1,189.0
AZ,2003-Q2,claims,TO1,153.0
AZ,2003-Q3,claims,TO1,170.0
AZ,2003-Q4,claims,TO1,208.0
AZ,2004-Q1,claims,TO1,358.0
AZ,2004-Q2,claims,TO1,444.0
AZ,2004-Q3,claims,TO1,442.0
AZ,2004-Q4,claims,TO1,469.0
AZ,2005-Q1,claims,TO1,420.0
AZ,2005-Q2,claims,TO1,483.0
AZ,2005-Q3,claims,TO1,562.0
AZ,2005-Q4,claims,TO1,812.0
AZ,2006-Q1,claims,TO1,943.0
AZ,2006-Q2,claims,TO1,1016.0
AZ,2006-Q3,claims,TO1,972.0
AZ,2006-Q4,claims,TO1,1188.0
AZ,2007-Q1,claims,TO1,1176.0
AZ,2007-Q2,claims,TO1,1384.0
AZ,2007-Q3,claims,TO1,1493.0
AZ,2007-Q4,claims,TO1,1858.0
AZ,2008-Q1,claims,TO1,2637.0
AZ,2008-Q2,claims,TO1,3087.0
AZ,2008-Q3,claims,TO1,3606.0
AZ,2008-Q4,claims,TO1,3299.0
AZ,2009-Q1,claims,TO1,3128.0
AZ,2009-Q2,claims,TO1,3174.0
AZ,2009-Q3,claims,TO1,2843.0
AZ,2009-Q4,claims,TO1,2939.0
AZ,2010-Q1,claims,TO1,3567.0
AZ,2010-Q2,claims,TO1,3313.0
AZ,2010-Q3,claims,TO1,4756.0
AZ,2010-Q4,claims,TO1,3448.0
AZ,2011-Q1,claims,TO1,3840.0
AZ,2011-Q2,claims,TO1,4214.0
AZ,2011-Q3,claims,TO1,4079.0
AZ,2011-Q4,claims,TO1,3876.0
AZ,2012-Q1,claims,TO1,3771.0
AZ,2012-Q2,claims,TO1,3435.677
AZ,2012-Q3,claims,TO1,3397.217
AZ,2012-Q4,claims,TO1,3514.935
AZ,2013-Q1,claims,TO1,3456.318
AZ,2013-Q2,claims,TO1,3651.423
AZ,2013-Q3,claims,TO1,3737.389
AZ,2013-Q4,claims,TO1,4403.156
AZ,2014-Q1,claims,TO1,4261.498
AZ,2014-Q2,claims,TO1,4219.553
AZ,2014-Q3,claims,TO1,4731.793
AZ,2014-Q4,claims,TO1,5534.723
AZ,2015-Q1,claims,TO1,5359.64
AZ,2015-Q2,claims,TO1,5594.149
AZ,2015-Q3,claims,TO1,5200.444
AZ,2015-Q4,claims,TO1,5374.694
AZ,2016-Q1,claims,TO1,5155.515
AZ,2016-Q2,claims,TO1,4587.205
AZ,2016-Q3,claims,TO1,4295.688
AZ,2016-Q4,claims,TO1,4177.445
AZ,2017-Q1,claims,TO1,4397.829
AZ,2017-Q2,claims,TO1,4600.021
AZ,2017-Q3,claims,TO1,4320.42
AZ,2017-Q4,claims,TO1,4204.585
AZ,2018-Q1,claims,TO1,4239.222
AZ,2018-Q2,claims,TO1,3795.088
AZ,2018-Q3,claims,TO1,3751.35
AZ,2018-Q4,claims,TO1,3900.236
AZ,2019-Q1,claims,TO1,4122.092
AZ,2019-Q2,claims,TO1,4090.795
AZ,2019-Q3,claims,TO1,3595.827
AZ,2019-Q4,claims,TO1,3547.619
AZ,2020-Q1,claims,TO1,3407.322
AZ,2020-Q2,claims,TO1,3311.18
AZ,2020-Q3,claims,TO1,3194.31
AZ,2020-Q4,claims,TO1,3536.729
AZ,2021-Q1,claims,TO1,3394.783
AZ,2021-Q2,claims,TO1,3361.512
AZ,2021-Q3,claims,TO1,3398.478
AZ,2021-Q4,claims,TO1,3129.61
AZ,2022-Q1,claims,TO1,2374.225
AZ,2022-Q2,claims,TO1,2258.791
AZ,2022-Q3,claims,TO1,2182.392
AZ,2022-Q4,claims,TO1,2141.773
AZ,2023-Q1,claims,TO1,2433.402
AZ,2023-Q2,claims,TO1,2116.912
AZ,2023-Q3,claims,TO1,1883.32
AZ,2023-Q4,claims,TO1,2174.349
AZ,2024-Q1,claims,TO1,2049.723
AZ,2024-Q2,claims,TO1,1460.559
AZ,2024-Q3,claims,TO1,1496.328
AZ,2024-Q4,claims,TO1,1658.202
AZ,2025-Q1,claims,TO1,1748.461
AZ,2025-Q2,claims,TO1,1950.137
AZ,2025-Q3,claims,TO1,2148.425
AZ,2025-Q4,claims,TO1,2071.121
AZ,2026-Q1,claims,TO1,2130.44
BA,2000-Q1,claims,TO1,78.0
BA,2000-Q2,claims,TO1,108.0
BA,2000-Q3,claims,TO1,164.0
BA,2000-Q4,claims,TO1,347.0
BA,2001-Q1,claims,TO1,255.0
BA,2001-Q2,claims,TO1,325.0
BA,2001-Q3,claims,TO1,302.0
BA,2001-Q4,claims,TO1,412.0
BA,2002-Q1,claims,TO1,331.0
BA,2002-Q2,claims,TO1,386.0
BA,2002-Q3,claims,TO1,623.0
BA,2002-Q4,claims,TO1,528.0
BA,2003-Q1,claims,TO1,471.0
BA,2003-Q2,claims,TO1,508.0
BA,2003-Q3,claims,TO1,609.0
BA,2003-Q4,claims,TO1,734.0
BA,2004-Q1,claims,TO1,812.0
BA,2004-Q2,claims,TO1,1016.0
BA,2004-Q3,claims,TO1,1216.0
BA,2004-Q4,claims,TO1,1087.0
BA,2005-Q1,claims,TO1,1179.0
BA,2005-Q2,claims,TO1,1712.0
BA,2005-Q3,claims,TO1,1895.0
BA,2005-Q4,claims,TO1,2272.0
BA,2006-Q1,claims,TO1,2305.0
BA,2006-Q2,claims,TO1,2503.0
BA,2006-Q3,claims,TO1,2639.0
BA,2006-Q4,claims,TO1,2824.0
BA,2007-Q1,claims,TO1,2867.0
BA,2007-Q2,claims,TO1,3380.0
BA,2007-Q3,claims,TO1,3849.0
BA,2007-Q4,claims,TO1,4358.0
BA,2008-Q1,claims,TO1,4721.0
BA,2008-Q2,claims,TO1,5252.0
BA,2008-Q3,claims,TO1,4642.0
BA,2008-Q4,claims,TO1,4699.0
BA,2009-Q1,claims,TO1,4865.0
BA,2009-Q2,claims,TO1,5040.0
BA,2009-Q3,claims,TO1,5068.0
BA,2009-Q4,claims,TO1,4963.0
BA,2010-Q1,claims,TO1,4328.0
BA,2010-Q2,claims,TO1,3719.0
BA,2010-Q3,claims,TO1,4036.0
BA,2010-Q4,claims,TO1,4000.0
BA,2011-Q1,claims,TO1,4144.0
BA,2011-Q2,claims,TO1,4208.0
BA,2011-Q3,claims,TO1,3905.0
BA,2011-Q4,claims,TO1,3813.0
BA,2012-Q1,claims,TO1,3650.0
BA,2012-Q2,claims,TO1,3354.611
BA,2012-Q3,claims,TO1,3491.74
BA,2012-Q4,claims,TO1,3623.578
BA,2013-Q1,claims,TO1,3274.059
BA,2013-Q2,claims,TO1,3429.828
BA,2013-Q3,claims,TO1,3522.385
BA,2013-Q4,claims,TO1,3501.098
BA,2014-Q1,claims,TO1,2989.733
BA,2014-Q2,claims,TO1,2991.852
BA,2014-Q3,claims,TO1,2787.42
BA,2014-Q4,claims,TO1,1964.67
BA,2015-Q1,claims,TO1,1587.533
BA,2015-Q2,claims,TO1,1710.504
BA,2015-Q3,claims,TO1,1619.67
BA,2015-Q4,claims,TO1,2124.247
BA,2016-Q1,claims,TO1,2093.747
BA,2016-Q2,claims,TO1,2030.007
BA,2016-Q3,claims,TO1,2117.302
BA,2016-Q4,claims,TO1,2117.389
BA,2017-Q1,claims,TO1,1976.804
BA,2017-Q2,claims,TO1,2130.759
BA,2017-Q3,claims,TO1,2095.988
BA,2017-Q4,claims,TO1,2279.278
BA,2018-Q1,claims,TO1,2321.948
BA,2018-Q2,claims,TO1,2312.856
BA,2018-Q3,claims,TO1,2302.931
BA,2018-Q4,claims,TO1,2414.955
BA,2019-Q1,claims,TO1,2260.209
BA,2019-Q2,claims,TO1,2279.717
BA,2019-Q3,claims,TO1,2168.187
BA,2019-Q4,claims,TO1,2309.771
BA,2020-Q1,claims,TO1,2107.293
BA,2020-Q2,claims,TO1,1898.465
BA,2020-Q3,claims,TO1,1881.331
BA,2020-Q4,claims,TO1,1986.377
BA,2021-Q1,claims,TO1,1777.514
BA,2021-Q2,claims,TO1,1699.26
BA,2021-Q3,claims,TO1,1620.556
BA,2021-Q4,claims,TO1,1498.655
BA,2022-Q1,claims,TO1,1313.032
BA,2022-Q2,claims,TO1,1132.891
BA,2022-Q3,claims,TO1,1029.135
BA,2022-Q4,claims,TO1,1140.488
BA,2023-Q1,claims,TO1,1062.111
BA,2023-Q2,claims,TO1,995.64
BA,2023-Q3,claims,TO1,988.051
BA,2023-Q4,claims,TO1,1075.137
BA,2024-Q1,claims,TO1,1016.459
BA,2024-Q2,claims,TO1,1113.36
BA,2024-Q3,claims,TO1,1116.005
BA,2024-Q4,claims,TO1,1091.108
BA,2025-Q1,claims,TO1,1134.361
BA,2025-Q2,claims,TO1,1258.856
BA,2025-Q3,claims,TO1,1245.178
BA,2025-Q4,claims,TO1,1249.691
BA,2026-Q1,claims,TO1,1335.012
BB,2000-Q1,claims,TO1,8989.0
BB,2000-Q2,claims,TO1,8079.0
BB,2000-Q3,claims,TO1,7586.0
BB,2000-Q4,claims,TO1,7446.0
BB,2001-Q1,claims,TO1,7757.0
BB,2001-Q2,claims,TO1,8282.0
BB,2001-Q3,claims,TO1,8621.0
BB,2001-Q4,claims,TO1,8959.0
BB,2002-Q1,claims,TO1,7214.0
BB,2002-Q2,claims,TO1,7760.0
BB,2002-Q3,claims,TO1,7224.0
BB,2002-Q4,claims,TO1,7269.0
BB,2003-Q1,claims,TO1,7027.0
BB,2003-Q2,claims,TO1,4290.0
BB,2003-Q3,claims,TO1,6623.0
BB,2003-Q4,claims,TO1,7753.0
BB,2004-Q1,claims,TO1,8041.0
BB,2004-Q2,claims,TO1,6181.0
BB,2004-Q3,claims,TO1,5816.0
BB,2004-Q4,claims,TO1,6545.0
BB,2005-Q1,claims,TO1,7122.0
BB,2005-Q2,claims,TO1,7229.0
BB,2005-Q3,claims,TO1,10227.0
BB,2005-Q4,claims,TO1,9280.0
BB,2006-Q1,claims,TO1,10530.0
BB,2006-Q2,claims,TO1,12549.0
BB,2006-Q3,claims,TO1,13849.0
BB,2006-Q4,claims,TO1,18959.0
BB,2007-Q1,claims,TO1,18004.0
BB,2007-Q2,claims,TO1,19997.0
BB,2007-Q3,claims,TO1,18790.0
BB,2007-Q4,claims,TO1,20182.0
BB,2008-Q1,claims,TO1,20589.0
BB,2008-Q2,claims,TO1,19373.0
BB,2008-Q3,claims,TO1,22447.0
BB,2008-Q4,claims,TO1,20748.0
BB,2009-Q1,claims,TO1,20079.0
BB,2009-Q2,claims,TO1,20183.0
BB,2009-Q3,claims,TO1,19933.0
BB,2009-Q4,claims,TO1,19940.0
BB,2010-Q1,claims,TO1,20053.0
BB,2010-Q2,claims,TO1,20506.0
BB,2010-Q3,claims,TO1,20491.0
BB,2010-Q4,claims,TO1,18205.0
BB,2011-Q1,claims,TO1,19360.0
BB,2011-Q2,claims,TO1,19369.0
BB,2011-Q3,claims,TO1,17795.0
BB,2011-Q4,claims,TO1,18677.0
BB,2012-Q1,claims,TO1,18818.0
BB,2012-Q2,claims,TO1,20550.163
BB,2012-Q3,claims,TO1,21375.251
BB,2012-Q4,claims,TO1,23321.321
BB,2013-Q1,claims,TO1,22853.571
BB,2013-Q2,claims,TO1,21965.132
BB,2013-Q3,claims,TO1,22614.639
BB,2013-Q4,claims,TO1,22666.007
BB,2014-Q1,claims,TO1,22537.4
BB,2014-Q2,claims,TO1,23339.947
BB,2014-Q3,claims,TO1,23193.375
BB,2014-Q4,claims,TO1,22834.208
BB,2015-Q1,claims,TO1,21419.857
BB,2015-Q2,claims,TO1,26514.649
BB,2015-Q3,claims,TO1,26803.495
BB,2015-Q4,claims,TO1,30587.532
BB,2016-Q1,claims,TO1,31475.147
BB,2016-Q2,claims,TO1,31645.743
BB,2016-Q3,claims,TO1,32581.174
BB,2016-Q4,claims,TO1,32329.033
BB,2017-Q1,claims,TO1,29516.242
BB,2017-Q2,claims,TO1,28778.424
BB,2017-Q3,claims,TO1,30821.738
BB,2017-Q4,claims,TO1,35873.652
BB,2018-Q1,claims,TO1,34863.425
BB,2018-Q2,claims,TO1,30505.204
BB,2018-Q3,claims,TO1,31300.471
BB,2018-Q4,claims,TO1,27677.798
BB,2019-Q1,claims,TO1,26345.222
BB,2019-Q2,claims,TO1,24353.748
BB,2019-Q3,claims,TO1,18271.818
BB,2019-Q4,claims,TO1,18963.082
BB,2020-Q1,claims,TO1,18707.187
BB,2020-Q2,claims,TO1,19406.664
BB,2020-Q3,claims,TO1,19898.199
BB,2020-Q4,claims,TO1,22776.128
BB,2021-Q1,claims,TO1,22774.295
BB,2021-Q2,claims,TO1,22871.581
BB,2021-Q3,claims,TO1,23327.419
BB,2021-Q4,claims,TO1,25268.089
BB,2022-Q1,claims,TO1,25222.129
BB,2022-Q2,claims,TO1,27386.772
BB,2022-Q3,claims,TO1,26408.527
BB,2022-Q4,claims,TO1,23995.065
BB,2023-Q1,claims,TO1,24176.071
BB,2023-Q2,claims,TO1,24452.662
BB,2023-Q3,claims,TO1,23801.982
BB,2023-Q4,claims,TO1,23632.725
BB,2024-Q1,claims,TO1,23044.501
BB,2024-Q2,claims,TO1,24003.353
BB,2024-Q3,claims,TO1,24661.587
BB,2024-Q4,claims,TO1,19376.386
BB,2025-Q1,claims,TO1,24929.145
BB,2025-Q2,claims,TO1,25212.015
BB,2025-Q3,claims,TO1,19859.685
BB,2025-Q4,claims,TO1,20580.256
BB,2026-Q1,claims,TO1,20388.147
BD,2000-Q1,claims,TO1,363.0
BD,2000-Q2,claims,TO1,384.0
BD,2000-Q3,claims,TO1,337.0
BD,2000-Q4,claims,TO1,466.0
BD,2001-Q1,claims,TO1,436.0
BD,2001-Q2,claims,TO1,410.0
BD,2001-Q3,claims,TO1,370.0
BD,2001-Q4,claims,TO1,489.0
BD,2002-Q1,claims,TO1,539.0
BD,2002-Q2,claims,TO1,727.0
BD,2002-Q3,claims,TO1,573.0
BD,2002-Q4,claims,TO1,600.0
BD,2003-Q1,claims,TO1,620.0
BD,2003-Q2,claims,TO1,633.0
BD,2003-Q3,claims,TO1,621.0
BD,2003-Q4,claims,TO1,793.0
BD,2004-Q1,claims,TO1,912.0
BD,2004-Q2,claims,TO1,952.0
BD,2004-Q3,claims,TO1,948.0
BD,2004-Q4,claims,TO1,959.0
BD,2005-Q1,claims,TO1,1208.0
BD,2005-Q2,claims,TO1,1353.0
BD,2005-Q3,claims,TO1,1308.0
BD,2005-Q4,claims,TO1,1445.0
BD,2006-Q1,claims,TO1,1234.0
BD,2006-Q2,claims,TO1,1396.0
BD,2006-Q3,claims,TO1,1200.0
BD,2006-Q4,claims,TO1,2137.0
BD,2007-Q1,claims,TO1,1674.0
BD,2007-Q2,claims,TO1,1880.0
BD,2007-Q3,claims,TO1,2348.0
BD,2007-Q4,claims,TO1,1769.0
BD,2008-Q1,claims,TO1,1925.0
BD,2008-Q2,claims,TO1,2227.0
BD,2008-Q3,claims,TO1,2911.0
BD,2008-Q4,claims,TO1,2077.0
BD,2009-Q1,claims,TO1,1784.0
BD,2009-Q2,claims,TO1,1759.0
BD,2009-Q3,claims,TO1,1721.0
BD,2009-Q4,claims,TO1,1772.0
BD,2010-Q1,claims,TO1,1861.0
BD,2010-Q2,claims,TO1,1882.0
BD,2010-Q3,claims,TO1,2069.0
BD,2010-Q4,claims,TO1,2492.0
BD,2011-Q1,claims,TO1,2915.0
BD,2011-Q2,claims,TO1,3299.0
BD,2011-Q3,claims,TO1,3264.0
BD,2011-Q4,claims,TO1,3118.0
BD,2012-Q1,claims,TO1,2942.0
BD,2012-Q2,claims,TO1,3496.739
BD,2012-Q3,claims,TO1,3806.7
BD,2012-Q4,claims,TO1,4028.997
BD,2013-Q1,claims,TO1,4304.124
BD,2013-Q2,claims,TO1,5024.406
BD,2013-Q3,claims,TO1,5213.26
BD,2013-Q4,claims,TO1,5128.291
BD,2014-Q1,claims,TO1,5665.017
BD,2014-Q2,claims,TO1,6325.848
BD,2014-Q3,claims,TO1,6483.382
BD,2014-Q4,claims,TO1,6737.698
BD,2015-Q1,claims,TO1,6811.356
BD,2015-Q2,claims,TO1,7402.995
BD,2015-Q3,claims,TO1,7033.196
BD,2015-Q4,claims,TO1,7777.671
BD,2016-Q1,claims,TO1,8009.685
BD,2016-Q2,claims,TO1,8146.62
BD,2016-Q3,claims,TO1,8405.629
BD,2016-Q4,claims,TO1,8447.233
BD,2017-Q1,claims,TO1,8718.276
BD,2017-Q2,claims,TO1,8827.364
BD,2017-Q3,claims,TO1,9352.078
BD,2017-Q4,claims,TO1,10554.374
BD,2018-Q1,claims,TO1,11320.297
BD,2018-Q2,claims,TO1,13065.442
BD,2018-Q3,claims,TO1,13911.18
BD,2018-Q4,claims,TO1,14267.184
BD,2019-Q1,claims,TO1,14595.573
BD,2019-Q2,claims,TO1,15183.144
BD,2019-Q3,claims,TO1,15108.458
BD,2019-Q4,claims,TO1,15816.561
BD,2020-Q1,claims,TO1,16080.761
BD,2020-Q2,claims,TO1,16149.938
BD,2020-Q3,claims,TO1,16191.273
BD,2020-Q4,claims,TO1,16905.795
BD,2021-Q1,claims,TO1,17853.948
BD,2021-Q2,claims,TO1,19669.549
BD,2021-Q3,claims,TO1,20351.768
BD,2021-Q4,claims,TO1,22017.006
BD,2022-Q1,claims,TO1,22774.238
BD,2022-Q2,claims,TO1,22883.585
BD,2022-Q3,claims,TO1,22966.095
BD,2022-Q4,claims,TO1,22679.149
BD,2023-Q1,claims,TO1,22035.69
BD,2023-Q2,claims,TO1,23014.725
BD,2023-Q3,claims,TO1,22712.267
BD,2023-Q4,claims,TO1,23029.229
BD,2024-Q1,claims,TO1,23196.984
BD,2024-Q2,claims,TO1,23152.26
BD,2024-Q3,claims,TO1,22733.468
BD,2024-Q4,claims,TO1,21491.765
BD,2025-Q1,claims,TO1,21262.984
BD,2025-Q2,claims,TO1,21388.439
BD,2025-Q3,claims,TO1,20859.617
BD,2025-Q4,claims,TO1,20982.698
BD,2026-Q1,claims,TO1,20669.478
BE,2000-Q1,claims,TO1,249333.0
BE,2000-Q2,claims,TO1,227860.0
BE,2000-Q3,claims,TO1,205617.0
BE,2000-Q4,claims,TO1,200729.0
BE,2001-Q1,claims,TO1,211732.0
BE,2001-Q2,claims,TO1,201373.0
BE,2001-Q3,claims,TO1,224306.0
BE,2001-Q4,claims,TO1,213373.0
BE,2002-Q1,claims,TO1,217500.0
BE,2002-Q2,claims,TO1,236734.0
BE,2002-Q3,claims,TO1,235937.0
BE,2002-Q4,claims,TO1,239683.0
BE,2003-Q1,claims,TO1,268513.0
BE,2003-Q2,claims,TO1,279841.0
BE,2003-Q3,claims,TO1,290585.0
BE,2003-Q4,claims,TO1,329765.0
BE,2004-Q1,claims,TO1,374340.0
BE,2004-Q2,claims,TO1,377942.0
BE,2004-Q3,claims,TO1,384042.0
BE,2004-Q4,claims,TO1,411026.0
BE,2005-Q1,claims,TO1,439054.0
BE,2005-Q2,claims,TO1,414272.0
BE,2005-Q3,claims,TO1,421700.0
BE,2005-Q4,claims,TO1,419741.0
BE,2006-Q1,claims,TO1,456456.0
BE,2006-Q2,claims,TO1,475879.0
BE,2006-Q3,claims,TO1,458841.0
BE,2006-Q4,claims,TO1,528150.0
BE,2007-Q1,claims,TO1,562213.0
BE,2007-Q2,claims,TO1,601569.0
BE,2007-Q3,claims,TO1,629943.0
BE,2007-Q4,claims,TO1,666785.0
BE,2008-Q1,claims,TO1,696872.0
BE,2008-Q2,claims,TO1,748163.0
BE,2008-Q3,claims,TO1,645437.0
BE,2008-Q4,claims,TO1,502233.0
BE,2009-Q1,claims,TO1,482256.0
BE,2009-Q2,claims,TO1,502376.0
BE,2009-Q3,claims,TO1,538794.5
BE,2009-Q4,claims,TO1,491040.0
BE,2010-Q1,claims,TO1,438295.0
BE,2010-Q2,claims,TO1,420347.0
BE,2010-Q3,claims,TO1,503257.0
BE,2010-Q4,claims,TO1,469221.0
BE,2011-Q1,claims,TO1,490757.0
BE,2011-Q2,claims,TO1,484142.0
BE,2011-Q3,claims,TO1,488833.0
BE,2011-Q4,claims,TO1,423656.0
BE,2012-Q1,claims,TO1,439230.0
BE,2012-Q2,claims,TO1,448595.879
BE,2012-Q3,claims,TO1,453609.487
BE,2012-Q4,claims,TO1,431268.587
BE,2013-Q1,claims,TO1,436939.343
BE,2013-Q2,claims,TO1,432339.445
BE,2013-Q3,claims,TO1,445776.786
BE,2013-Q4,claims,TO1,437128.915
BE,2014-Q1,claims,TO1,435024.746
BE,2014-Q2,claims,TO1,458846.4
BE,2014-Q3,claims,TO1,410410.028
BE,2014-Q4,claims,TO1,386723.125
BE,2015-Q1,claims,TO1,387753.653
BE,2015-Q2,claims,TO1,375966.669
BE,2015-Q3,claims,TO1,386320.561
BE,2015-Q4,claims,TO1,357558.817
BE,2016-Q1,claims,TO1,397214.211
BE,2016-Q2,claims,TO1,387812.892
BE,2016-Q3,claims,TO1,389005.888
BE,2016-Q4,claims,TO1,368467.94
BE,2017-Q1,claims,TO1,385390.273
BE,2017-Q2,claims,TO1,393530.634
BE,2017-Q3,claims,TO1,378654.805
BE,2017-Q4,claims,TO1,395241.344
BE,2018-Q1,claims,TO1,416059.071
BE,2018-Q2,claims,TO1,398451.833
BE,2018-Q3,claims,TO1,378748.784
BE,2018-Q4,claims,TO1,352548.568
BE,2019-Q1,claims,TO1,384741.988
BE,2019-Q2,claims,TO1,387186.595
BE,2019-Q3,claims,TO1,399607.973
BE,2019-Q4,claims,TO1,377051.564
BE,2020-Q1,claims,TO1,420661.084
BE,2020-Q2,claims,TO1,393101.522
BE,2020-Q3,claims,TO1,400147.361
BE,2020-Q4,claims,TO1,401797.802
BE,2021-Q1,claims,TO1,410093.006
BE,2021-Q2,claims,TO1,417088.157
BE,2021-Q3,claims,TO1,408479.564
BE,2021-Q4,claims,TO1,382334.969
BE,2022-Q1,claims,TO1,413063.535
BE,2022-Q2,claims,TO1,398438.193
BE,2022-Q3,claims,TO1,384455.674
BE,2022-Q4,claims,TO1,396561.014
BE,2023-Q1,claims,TO1,434715.576
BE,2023-Q2,claims,TO1,434693.093
BE,2023-Q3,claims,TO1,442843.642
BE,2023-Q4,claims,TO1,449304.673
BE,2024-Q1,claims,TO1,442678.317
BE,2024-Q2,claims,TO1,453850.432
BE,2024-Q3,claims,TO1,478630.519
BE,2024-Q4,claims,TO1,414940.308
BE,2025-Q1,claims,TO1,444710.74
BE,2025-Q2,claims,TO1,489810.022
BE,2025-Q3,claims,TO1,523976.103
BE,2025-Q4,claims,TO1,508458.209
BE,2026-Q1,claims,TO1,556223.955
BF,2000-Q1,claims,TO1,83.0
BF,2000-Q2,claims,TO1,80.0
BF,2000-Q3,claims,TO1,69.0
BF,2000-Q4,claims,TO1,125.0
BF,2001-Q1,claims,TO1,132.0
BF,2001-Q2,claims,TO1,118.0
BF,2001-Q3,claims,TO1,108.0
BF,2001-Q4,claims,TO1,107.0
BF,2002-Q1,claims,TO1,128.0
BF,2002-Q2,claims,TO1,141.0
BF,2002-Q3,claims,TO1,142.0
BF,2002-Q4,claims,TO1,148.0
BF,2003-Q1,claims,TO1,142.0
BF,2003-Q2,claims,TO1,160.0
BF,2003-Q3,claims,TO1,161.0
BF,2003-Q4,claims,TO1,206.0
BF,2004-Q1,claims,TO1,170.0
BF,2004-Q2,claims,TO1,184.0
BF,2004-Q3,claims,TO1,179.0
BF,2004-Q4,claims,TO1,228.0
BF,2005-Q1,claims,TO1,222.0
BF,2005-Q2,claims,TO1,225.0
BF,2005-Q3,claims,TO1,198.0
BF,2005-Q4,claims,TO1,185.0
BF,2006-Q1,claims,TO1,234.0
BF,2006-Q2,claims,TO1,288.0
BF,2006-Q3,claims,TO1,275.0
BF,2006-Q4,claims,TO1,330.0
BF,2007-Q1,claims,TO1,337.0
BF,2007-Q2,claims,TO1,456.0
BF,2007-Q3,claims,TO1,395.0
BF,2007-Q4,claims,TO1,363.0
BF,2008-Q1,claims,TO1,448.0
BF,2008-Q2,claims,TO1,426.0
BF,2008-Q3,claims,TO1,385.0
BF,2008-Q4,claims,TO1,364.0
BF,2009-Q1,claims,TO1,355.0
BF,2009-Q2,claims,TO1,403.0
BF,2009-Q3,claims,TO1,398.0
BF,2009-Q4,claims,TO1,375.0
BF,2010-Q1,claims,TO1,376.0
BF,2010-Q2,claims,TO1,361.0
BF,2010-Q3,claims,TO1,414.0
BF,2010-Q4,claims,TO1,413.0
BF,2011-Q1,claims,TO1,434.0
BF,2011-Q2,claims,TO1,542.0
BF,2011-Q3,claims,TO1,420.0
BF,2011-Q4,claims,TO1,361.0
BF,2012-Q1,claims,TO1,570.0
BF,2012-Q2,claims,TO1,429.272
BF,2012-Q3,claims,TO1,367.03
BF,2012-Q4,claims,TO1,348.405
BF,2013-Q1,claims,TO1,414.81
BF,2013-Q2,claims,TO1,448.123
BF,2013-Q3,claims,TO1,393.582
BF,2013-Q4,claims,TO1,343.684
BF,2014-Q1,claims,TO1,447.385
BF,2014-Q2,claims,TO1,467.325
BF,2014-Q3,claims,TO1,404.929
BF,2014-Q4,claims,TO1,404.677
BF,2015-Q1,claims,TO1,409.574
BF,2015-Q2,claims,TO1,341.387
BF,2015-Q3,claims,TO1,424.783
BF,2015-Q4,claims,TO1,420.816
BF,2016-Q1,claims,TO1,509.444
BF,2016-Q2,claims,TO1,521.808
BF,2016-Q3,claims,TO1,462.262
BF,2016-Q4,claims,TO1,477.284
BF,2017-Q1,claims,TO1,460.877
BF,2017-Q2,claims,TO1,596.637
BF,2017-Q3,claims,TO1,658.196
BF,2017-Q4,claims,TO1,560.102
BF,2018-Q1,claims,TO1,631.921
BF,2018-Q2,claims,TO1,663.533
BF,2018-Q3,claims,TO1,624.325
BF,2018-Q4,claims,TO1,607.824
BF,2019-Q1,claims,TO1,564.764
BF,2019-Q2,claims,TO1,638.329
BF,2019-Q3,claims,TO1,496.688
BF,2019-Q4,claims,TO1,626.43
BF,2020-Q1,claims,TO1,694.196
BF,2020-Q2,claims,TO1,713.819
BF,2020-Q3,claims,TO1,748.214
BF,2020-Q4,claims,TO1,893.725
BF,2021-Q1,claims,TO1,846.565
BF,2021-Q2,claims,TO1,923.337
BF,2021-Q3,claims,TO1,803.415
BF,2021-Q4,claims,TO1,864.354
BF,2022-Q1,claims,TO1,799.211
BF,2022-Q2,claims,TO1,799.613
BF,2022-Q3,claims,TO1,822.176
BF,2022-Q4,claims,TO1,860.576
BF,2023-Q1,claims,TO1,1655.009
BF,2023-Q2,claims,TO1,993.632
BF,2023-Q3,claims,TO1,978.912
BF,2023-Q4,claims,TO1,956.755
BF,2024-Q1,claims,TO1,926.925
BF,2024-Q2,claims,TO1,860.847
BF,2024-Q3,claims,TO1,948.636
BF,2024-Q4,claims,TO1,857.374
BF,2025-Q1,claims,TO1,834.45
BF,2025-Q2,claims,TO1,927.998
BF,2025-Q3,claims,TO1,977.871
BF,2025-Q4,claims,TO1,980.732
BF,2026-Q1,claims,TO1,972.184
BG,2000-Q1,claims,TO1,1165.0
BG,2000-Q2,claims,TO1,1108.0
BG,2000-Q3,claims,TO1,1187.0
BG,2000-Q4,claims,TO1,1447.0
BG,2001-Q1,claims,TO1,1471.0
BG,2001-Q2,claims,TO1,1487.0
BG,2001-Q3,claims,TO1,1672.0
